252,41
253,29
254,39
255,64
256,55
257,22
258,33
259,65
260,25
261,4
262,68
263,26
264,68
265,28
266,7
267,45
268,34
269,6
270,64
271,22
272,65
273,32
274,30
275,50
276,18
277,80
278,42
279,35
280,40
281,45
282,24
283,22
284,98
285,23
286,58
287,48
288,10
289,94
290,58
291,53
292,73
293,64
294,56
295,86
296,23
297,57
298,80
299,3
300,66
301,96
302,64
303,73
304,59
305,98
306,27
307,88
308,49
309,97
310,38
311,26
312,97
313,98
314,95
315,25
316,56
317,98
318,42
319,22
320,34
321,47
322,16
323,69
324,71
325,81
326,59
327,14
328,15
329,15
330,17
331,3
332,11
333,53
334,53
335,75
336,54
337,27
338,88
339,4
340,13
341,36
342,2
343,38
344,19
345,42
346,17
347,25
348,45
349,67
350,64
351,16
352,44
353,69
354,30
355,75
356,40
357,20
358,96
359,31
360,89
361,45
362,73
363,35
364,12
365,83
366,65
367,44
368,68
369,87
370,70
371,49
372,88
373,68
374,78
375,85
376,84
377,71
378,82
379,31
380,13
381,58
382,90
383,47
384,38
385,40
386,94
387,15
388,17
389,78
390,32
391,85
392,94
393,62
394,84
395,46
396,86
397,35
398,66
399,12
400,67
401,77
402,94
403,84
404,4
405,33
406,91
407,100
408,3
409,54
410,30
411,25
412,7
413,31
414,90
415,82
416,72
417,9
418,15
419,28
420,27
421,4
422,54
423,74
424,41
425,9
426,4
427,80
428,38
429,53
430,27
431,94
432,85
433,78
434,8
435,98
436,81
437,29
438,63
439,99
440,76
441,89
442,9
443,15
444,4
445,81
446,27
447,14
448,94
449,47
450,7
451,23
452,28
453,99
454,37
455,63
456,91
457,30
458,92
459,73
460,88
461,35
462,18
463,74
464,20
465,60
466,29
467,62
468,84
469,83
470,99
471,50
472,24
473,24
474,46
475,43
476,54
477,4
478,71
479,87
480,45
481,12
482,26
483,41
484,90
485,31
486,43
487,24
488,20
489,28
490,96
491,55
492,89
493,11
494,49
495,62
496,23
497,39
498,28
499,36
500,38
501,60
502,49
503,4
504,48
505,81
506,55
507,24
508,1
509,1
510,6
511,9
512,46
513,14
514,61
515,18
516,82
517,24
518,54
519,27
520,23
521,3
522,15
523,39
524,10
525,10
526,1
527,45
528,75
529,94
530,34
531,33
532,87
533,60
534,33
535,63
536,66
537,82
538,20
539,51
540,30
541,32
542,60
543,43
544,14
545,90
546,96
547,73
548,30
549,66
550,4
551,55
552,72
553,98
554,50
555,15
556,54
557,30
558,93
559,23
560,52
561,2
562,21
563,100
564,98
565,7
566,85
567,66
568,93
569,33
570,8
571,59
572,30
573,3
574,83
575,82
576,7
577,18
578,44
579,30
580,64
581,6
582,62
583,22
584,67
585,89
586,87
587,32
588,70
589,57
590,50
591,39
592,41
593,84
594,60
595,99
596,35
597,13
598,16
599,26
600,9
601,59
602,71
603,40
604,93
605,82
606,67
607,66
608,57
609,84
610,41
611,1
612,9
613,54
614,95
615,37
616,83
617,78
618,8
619,31
620,58
621,78
622,67
623,34
624,71
625,100
626,46
627,15
628,96
629,98
630,7
631,82
632,6
633,70
634,94
635,38
636,63
637,51
638,53
639,57
640,48
641,42
642,42
643,42
644,85
645,68
646,20
647,93
648,80
649,5
650,11
651,59
652,3
653,13
654,11
655,29
656,58
657,22
658,22
659,41
660,54
661,29
662,84
663,82
664,30
665,21
666,74
667,28
668,74
669,96
670,80
671,56
672,64
673,45
674,54
675,7
676,32
677,60
678,47
679,93
680,89
681,83
682,83
683,98
684,56
685,2
686,27
687,70
688,43
689,99
690,57
691,100
692,15
693,77
694,13
695,14
696,95
697,91
698,57
699,36
700,72
701,48
702,86
703,60
704,83
705,32
706,44
707,73
708,56
709,63
710,80
711,93
712,15
713,21
714,58
715,1
716,87
717,58
718,88
719,68
720,65
721,95
722,35
723,27
724,10
725,81
726,23
727,97
728,97
729,68
730,59
731,6
732,53
733,83
734,3
735,80
736,18
737,14
738,7
739,12
740,44
741,73
742,10
743,16
744,13
745,12
746,5
747,69
748,10
749,29
750,96
751,81
752,100
753,100
754,82
755,49
756,10
757,87
758,30
759,39
760,86
761,28
762,68
763,61
764,92
765,100
766,72
767,44
768,50
769,48
770,57
771,30
772,50
773,85
774,4
775,47
776,51
777,26
778,95
779,48
780,30
781,51
782,76
783,40
784,51
785,97
786,37
787,62
788,37
789,77
790,7
791,73
792,63
793,20
794,20
795,43
796,75
797,43
798,39
799,38
800,26
801,62
802,13
803,47
804,43
805,72
806,17
807,100
808,66
809,55
810,85
811,41
812,46
813,63
814,30
815,69
816,50
817,25
818,79
819,34
820,59
821,66
822,4
823,98
824,16
825,99
826,31
827,55
828,72
829,99
830,53
831,25
832,71
833,56
834,2
835,43
836,49
837,31
838,29
839,50
840,26
841,37
842,63
843,61
844,61
845,91
846,91
847,3
848,50
849,84
850,92
851,9
852,93
853,41
854,3
855,97
856,44
857,43
858,90
859,73
860,71
861,100
862,56
863,47
864,77
865,45
866,88
867,71
868,56
869,2
870,15
871,73
872,88
873,67
874,22
875,16
876,64
877,3
878,8
879,59
880,82
881,21
882,6
883,41
884,99
885,23
886,55
887,86
888,42
889,71
890,36
891,94
892,77
893,74
894,69
895,42
896,48
897,74
898,14
899,99
900,94
901,72
902,20
903,46
904,77
905,36
906,24
907,75
908,61
909,87
910,37
911,65
912,37
913,36
914,24
915,84
916,4
917,78
918,99
919,2
920,90
921,43
922,2
923,8
924,41
925,54
926,55
927,94
928,45
929,49
930,87
931,80
932,33
933,30
934,64
935,16
936,20
937,13
938,33
939,13
940,74
941,87
942,71
943,34
944,39
945,40
946,2
947,30
948,40
949,78
950,51
951,42
952,94
953,22
954,34
955,8
956,96
957,31
958,27
959,90
960,47
961,31
962,7
963,45
964,10
965,49
966,77
967,84
968,24
969,3
970,32
971,48
972,41
973,19
974,83
975,24
976,97
977,46
978,78
979,34
980,81
981,40
982,79
983,4
984,55
985,23
986,19
987,78
988,63
989,35
990,83
991,88
992,37
993,15
994,42
995,47
996,49
997,21
998,75
999,81
1000,86
