41,Lamb - Rack,,false,7.26,,64,2022-04-01 23:48:30,2021-11-08 00:37:06,2021-12-10 08:20:03,1,13
42,Ice Cream Bar - Rolo Cone,,false,7.14,,17,2022-05-05 15:23:54,2021-01-31 16:51:20,2022-01-06 20:44:29,1,2
43,Coffee - Irish Cream,,false,21.21,,65,2022-05-04 16:47:26,2021-05-31 17:01:14,2021-12-10 18:19:57,3,17
44,Cheese - Grie Des Champ,,false,11.66,,67,2022-05-15 06:55:29,2021-03-31 20:10:42,2021-10-03 12:58:22,4,4
45,Bread - Granary Small Pull,,false,3.3,,6,2022-02-28 12:38:26,2021-06-17 21:53:39,2021-12-28 19:21:14,1,67
46,Spinach - Baby,,true,12.6,,39,2022-06-04 19:38:42,2021-09-05 08:56:40,2021-10-14 19:22:43,2,17
47,Cake Slab,,false,1.72,,77,2022-06-01 04:22:47,2021-06-29 10:10:30,2021-11-01 13:22:42,5,50
48,Piping Jelly - All Colours,,true,24.05,,15,2022-04-04 14:11:04,2021-08-19 21:58:28,2021-12-21 18:28:18,3,43
49,Shopper Bag - S - 4,,true,15.48,,84,2022-05-29 03:50:46,2021-03-21 18:52:47,2022-01-22 07:19:03,2,60
50,"Lentils - Red, Dry",,false,22.48,,53,2022-03-21 08:32:31,2021-06-09 10:16:33,2021-12-10 13:48:04,2,14
51,Sping Loaded Cup Dispenser,,false,16.02,,86,2022-02-11 08:21:15,2021-09-04 00:50:21,2021-10-12 06:41:00,3,33
52,Wine - Pinot Noir Mondavi Coastal,,true,12.28,,99,2022-04-25 14:39:23,2021-09-17 10:46:14,2021-10-31 13:26:35,4,94
53,"Lobster - Baby, Boiled",,true,18.25,,17,2022-04-26 14:26:57,2021-02-11 16:16:18,2021-10-16 14:59:28,4,57
54,Chick Peas - Canned,,true,9.15,,21,2022-03-01 17:04:11,2021-06-03 10:06:02,2021-09-27 04:10:57,2,14
55,"Tart Shells - Savory, 4",,true,8.48,,59,2022-04-14 13:33:18,2021-04-23 19:10:55,2021-12-13 15:04:29,5,40
56,Caviar - Salmon,,true,13.28,,42,2022-04-26 15:26:50,2021-04-06 08:40:16,2021-12-24 21:03:50,1,65
57,Turkey Tenderloin Frozen,,false,1.2,,49,2022-01-26 18:21:36,2021-10-14 14:41:04,2021-12-23 18:04:57,1,63
58,Sping Loaded Cup Dispenser,,false,12.79,,29,2022-03-12 18:43:20,2021-07-10 17:01:30,2022-01-16 11:09:25,3,74
59,"Tart Shells - Savory, 2",,true,21.96,,86,2022-02-17 21:23:26,2021-02-07 02:56:44,2021-10-28 18:54:12,2,35
60,Buffalo - Tenderloin,,true,10.54,,1,2022-06-19 12:35:50,2021-04-06 02:57:51,2021-10-07 04:33:40,1,27
61,Pop Shoppe Cream Soda,,true,18.5,,56,2022-05-21 20:33:16,2021-02-21 03:33:43,2021-10-10 02:59:29,3,68
62,"Nut - Walnut, Pieces",,false,3.79,,22,2022-02-18 11:16:39,2021-12-17 14:39:13,2021-10-27 07:20:45,2,96
63,Cumin - Whole,,true,6.93,,42,2022-03-03 18:47:18,2021-04-02 07:29:27,2022-01-12 07:08:18,2,12
64,Cake - Lemon Chiffon,,true,15.39,,51,2022-05-06 19:43:02,2021-10-01 23:25:16,2021-12-21 04:43:26,2,19
65,"Mushroom - Oyster, Fresh",,true,4.33,,38,2022-05-06 23:23:32,2021-02-01 05:40:07,2021-10-02 08:50:23,2,91
66,Flavouring Vanilla Artificial,,true,9.13,,3,2022-02-09 03:23:49,2021-07-22 08:05:53,2021-10-19 22:27:46,2,91
67,Lid - 16 Oz And 32 Oz,,true,10.11,,85,2022-04-07 09:39:48,2021-03-03 22:35:37,2021-11-12 16:33:29,2,68
68,Ginger - Crystalized,,false,5.46,,100,2022-02-22 07:27:41,2021-07-08 23:16:36,2021-11-11 15:02:30,4,97
69,Truffle Cups - Brown,,true,5.34,,83,2022-04-02 06:49:34,2021-06-20 12:28:25,2021-10-16 02:53:45,3,73
70,Chips Potato All Dressed - 43g,,true,15.32,,80,2022-06-21 15:30:24,2021-09-14 11:08:16,2021-11-23 15:24:58,1,1
71,"Mushroom - Morels, Dry",,false,5.22,,40,2022-06-11 20:03:21,2021-08-24 17:52:28,2021-11-26 18:45:07,3,55
72,Beer - Mill St Organic,,true,2.19,,98,2022-03-06 21:47:53,2022-01-15 08:16:26,2021-12-28 21:43:15,4,90
73,"Bread - Roll, Calabrese",,false,11.31,,83,2022-06-21 16:36:03,2021-12-28 18:26:00,2021-12-07 18:18:14,5,91
74,Strawberries - California,,true,24.66,,57,2022-06-10 15:12:12,2021-12-23 20:40:27,2021-10-08 00:14:31,5,96
75,"Wine - Red, Metus Rose",,true,6.46,,100,2022-02-08 18:51:42,2021-05-14 16:20:50,2021-11-06 11:31:10,2,5
76,Steampan - Half Size Shallow,,true,13.95,,84,2022-02-02 14:22:12,2021-10-14 07:36:42,2022-01-16 22:56:25,5,50
77,Appetizer - Cheese Bites,,false,8.47,,1,2022-06-11 16:26:33,2021-10-18 12:54:06,2021-10-18 12:38:08,4,58
78,Dragon Fruit,,false,22.47,,93,2022-04-14 03:45:39,2021-02-22 23:30:56,2022-01-05 20:05:35,1,96
79,Buffalo - Short Rib Fresh,,true,21.39,,41,2022-05-23 11:34:32,2021-02-13 07:33:22,2021-09-28 13:06:31,2,16
80,Wine - Pinot Noir Latour,,false,4.75,,76,2022-04-19 10:23:50,2021-07-31 04:12:10,2022-01-10 04:06:55,5,42
81,Salami - Genova,,true,17.16,,90,2022-02-08 09:03:21,2021-04-03 23:31:02,2022-01-10 17:25:45,1,51
82,"Cheese - Manchego, Spanish",,true,10.38,,63,2022-03-06 10:16:36,2021-02-15 15:52:27,2021-09-30 09:48:14,4,34
83,Chevril,,false,20.73,,17,2022-06-06 00:21:35,2021-07-26 23:52:18,2022-01-12 17:30:01,5,77
84,Bread - Calabrese Baguette,,true,19.11,,97,2022-04-06 14:03:20,2021-06-02 06:00:10,2022-01-02 00:28:57,4,6
85,Dried Apple,,true,14.86,,54,2022-02-06 10:00:33,2022-01-01 15:22:27,2021-12-19 08:15:12,5,96
86,Compound - Passion Fruit,,false,10.56,,61,2022-06-15 08:46:40,2021-02-19 09:01:42,2021-11-12 19:14:54,4,52
87,Kolrabi,,false,18.73,,70,2022-04-08 17:43:01,2021-07-28 10:45:57,2021-11-20 16:26:16,5,29
88,Oil - Sesame,,false,16.04,,65,2022-04-11 10:37:59,2021-09-04 13:49:56,2021-11-30 21:17:39,1,14
89,Pastry - Butterscotch Baked,,true,9.44,,33,2022-06-11 11:30:12,2021-08-06 21:28:24,2021-11-15 15:09:00,3,61
90,Barley - Pearl,,true,11.14,,50,2022-04-03 10:34:16,2021-07-16 19:55:36,2021-10-24 16:03:15,4,82
91,Mace,,false,15.52,,16,2022-06-21 13:12:25,2021-05-21 22:08:30,2022-01-13 03:13:59,1,31
92,"Chilli Paste, Ginger Garlic",,true,1.26,,54,2022-05-05 06:09:35,2021-01-29 09:23:59,2021-10-30 09:52:03,4,57
93,Juice - Prune,,false,1.27,,24,2022-02-25 05:41:51,2021-11-06 14:42:46,2022-01-09 10:42:07,4,81
94,Vinegar - Raspberry,,false,11.88,,38,2022-05-05 06:26:38,2021-07-24 12:47:03,2021-11-26 18:43:42,1,78
95,Beef - Bresaola,,true,19.73,,96,2022-02-06 01:54:17,2021-03-28 11:30:50,2021-11-18 10:23:02,5,84
96,Crab - Soft Shell,,true,7.43,,77,2022-06-17 14:36:52,2021-03-20 20:27:50,2022-01-22 21:09:51,1,84
97,"Cheese - Romano, Grated",,true,9.34,,89,2022-02-22 17:28:31,2021-02-06 14:50:11,2021-09-30 20:12:04,5,76
98,Soup Campbells - Tomato Bisque,,true,14.78,,19,2022-03-01 08:45:00,2021-02-06 08:35:27,2021-12-18 04:45:41,3,57
99,Oil - Avocado,,true,2.28,,40,2022-02-23 03:31:48,2021-12-16 00:29:48,2021-12-23 17:04:20,1,10
100,Banana Turning,,false,8.32,,43,2022-05-23 01:49:17,2021-05-26 20:02:02,2022-01-19 20:18:12,1,81
101,Dikon,,false,21.68,,32,2022-06-14 13:02:07,2021-02-13 08:43:41,2021-09-27 01:16:09,2,89
102,Durian Fruit,,false,21.33,,62,2022-03-14 02:50:13,2021-11-28 16:41:59,2021-10-23 20:50:20,2,76
103,Chinese Foods - Chicken,,true,16.58,,98,2022-02-19 20:20:21,2022-01-17 06:25:33,2021-10-08 07:25:18,5,2
104,Duck - Whole,,true,3.0,,44,2022-06-09 11:37:07,2022-01-14 11:51:14,2021-12-11 07:17:52,1,99
105,"Cup - 6oz, Foam",,true,23.36,,4,2022-02-18 18:52:36,2021-05-12 14:51:20,2021-10-29 22:56:04,2,77
106,Pepper - Cubanelle,,false,21.44,,62,2022-04-12 14:47:14,2021-03-04 20:19:26,2021-11-08 12:48:16,3,3
107,"Pasta - Fettuccine, Egg, Fresh",,true,16.2,,51,2022-03-30 22:03:00,2021-08-16 09:09:59,2021-11-06 06:37:40,5,77
108,Cabbage - Green,,true,11.64,,81,2022-06-23 00:26:52,2021-08-13 11:02:47,2021-10-10 02:08:17,4,84
109,Spice - Peppercorn Melange,,true,11.85,,31,2022-04-10 22:25:13,2021-09-23 14:24:25,2022-01-23 11:23:48,5,78
110,Fruit Mix - Light,,false,5.18,,98,2022-04-06 20:51:24,2021-09-01 13:18:59,2021-10-05 15:45:50,4,11
111,Cornish Hen,,false,19.15,,89,2022-05-03 22:57:54,2021-09-04 01:25:53,2021-10-30 08:06:09,3,41
112,"Melon - Watermelon, Seedless",,true,23.67,,87,2022-06-09 10:22:18,2021-08-19 21:33:25,2022-01-20 11:45:36,1,8
113,Onions - Cooking,,true,19.16,,1,2022-02-04 17:57:25,2022-01-19 07:56:22,2021-09-27 00:14:26,2,96
114,Wine - Prem Select Charddonany,,true,1.15,,64,2022-02-24 00:48:51,2021-04-02 00:55:59,2022-01-01 20:22:55,3,95
115,Cheese - Comte,,false,4.19,,72,2022-03-05 21:07:46,2021-09-10 19:00:47,2021-11-01 05:26:29,3,94
116,Wine - Valpolicella Masi,,false,20.85,,100,2022-05-23 08:17:15,2021-10-09 17:44:40,2021-11-01 17:28:01,1,92
117,Wine - Ruffino Chianti Classico,,true,16.32,,61,2022-05-15 03:15:52,2021-03-22 10:34:37,2022-01-05 14:16:51,4,64
118,Olives - Stuffed,,false,3.57,,7,2022-04-29 05:37:01,2021-07-21 23:56:21,2021-10-02 22:18:31,5,12
119,Island Oasis - Strawberry,,true,21.29,,37,2022-03-09 20:32:36,2021-08-17 11:24:49,2021-10-31 19:31:56,4,46
120,Pork - Suckling Pig,,true,14.56,,28,2022-04-26 06:35:53,2021-05-11 01:56:00,2021-12-03 06:58:23,2,89
121,Longos - Cheese Tortellini,,true,21.9,,18,2022-05-11 12:02:17,2021-10-11 02:38:16,2022-01-17 02:23:59,3,7
122,Slt - Individual Portions,,false,20.49,,30,2022-04-14 14:51:50,2021-12-23 22:11:51,2021-11-01 12:15:20,3,8
123,Icecream - Dibs,,true,4.29,,27,2022-06-16 21:33:30,2021-02-05 18:40:46,2021-10-05 18:42:01,3,78
124,Wakami Seaweed,,false,12.96,,73,2022-06-06 00:36:18,2022-01-10 04:23:51,2021-09-29 12:30:28,4,63
125,Paper Towel Touchless,,true,4.29,,1,2022-02-21 13:45:00,2021-09-06 06:39:38,2022-01-23 17:04:31,2,87
126,Ecolab Silver Fusion,,false,21.01,,68,2022-04-09 13:48:33,2021-11-05 17:41:09,2021-11-13 16:13:13,1,79
127,Tea - Decaf 1 Cup,,false,3.59,,86,2022-02-02 10:15:01,2021-04-22 05:41:33,2021-10-25 07:55:45,3,77
128,"Nut - Pecan, Halves",,true,23.15,,1,2022-05-06 06:37:32,2021-05-15 01:27:48,2021-11-16 12:34:33,1,20
129,"Basil - Primerba, Paste",,true,15.68,,58,2022-03-20 00:30:28,2021-09-26 05:29:48,2021-11-17 08:53:58,5,13
130,Oil - Olive Bertolli,,false,17.05,,25,2022-06-09 14:54:28,2021-06-26 02:22:15,2021-10-17 15:22:12,4,81
131,Cookies - Fortune,,true,3.29,,5,2022-03-28 13:43:11,2021-10-07 09:57:25,2021-09-28 23:16:08,3,27
132,Paper - Brown Paper Mini Cups,,false,6.47,,52,2022-02-04 13:51:42,2021-02-16 15:40:29,2021-11-24 10:32:01,2,84
133,Beer - Creemore,,true,17.15,,34,2022-05-29 23:15:09,2021-07-12 11:02:03,2021-12-26 04:56:53,2,11
134,Wine - Cave Springs Dry Riesling,,false,6.1,,69,2022-05-29 20:13:03,2021-11-17 02:34:19,2022-01-17 07:43:33,4,53
135,Mince Meat - Filling,,true,6.04,,15,2022-03-05 03:33:30,2021-10-30 12:20:06,2021-11-26 01:38:01,3,18
136,Urban Zen Drinks,,true,17.54,,63,2022-02-26 02:35:01,2021-02-25 10:47:09,2021-11-28 16:17:11,4,26
137,Cheese - Brie Roitelet,,true,6.62,,80,2022-01-29 19:49:36,2021-08-02 05:14:13,2022-01-21 18:36:38,2,35
138,"Flour - Corn, Fine",,true,11.82,,27,2022-02-28 07:29:25,2021-09-06 13:38:29,2021-11-08 03:28:25,5,46
139,Turkey Tenderloin Frozen,,false,11.25,,25,2022-04-11 13:31:14,2021-02-03 14:08:28,2022-01-23 07:50:11,3,46
140,Tea - Vanilla Chai,,false,22.13,,45,2022-03-07 22:28:25,2021-04-05 16:43:36,2021-10-02 08:06:08,1,3
141,Mousse - Banana Chocolate,,true,16.79,,33,2022-01-25 00:13:19,2021-08-05 03:06:52,2021-10-22 06:26:06,2,33
142,Macaroons - Two Bite Choc,,true,11.94,,80,2022-03-26 00:59:50,2021-07-15 17:29:23,2021-10-12 03:28:00,3,78
143,Tomatoes - Yellow Hot House,,true,3.98,,65,2022-03-23 15:27:08,2021-09-16 01:46:49,2021-10-11 19:29:34,1,16
144,Coffee - Decafenated,,true,5.58,,97,2022-02-01 00:20:58,2021-04-22 04:26:49,2022-01-22 20:20:14,5,68
145,Wine - Sauvignon Blanc,,true,10.02,,28,2022-05-18 18:18:28,2022-01-09 20:43:08,2021-11-11 18:16:52,2,26
146,Towel - Roll White,,true,21.77,,67,2022-03-01 01:21:51,2021-07-31 01:23:04,2021-12-09 23:05:08,2,23
147,Wine - Toasted Head,,true,1.93,,42,2022-03-31 23:11:15,2021-09-04 07:23:51,2021-12-13 23:34:09,3,35
148,Compound - Mocha,,true,11.83,,28,2022-06-13 04:20:16,2021-06-15 22:11:26,2021-12-31 23:25:25,5,85
149,Bread Cranberry Foccacia,,true,8.74,,46,2022-04-03 21:28:46,2021-04-10 20:59:34,2021-12-07 01:01:08,4,80
150,Bread Base - Goodhearth,,true,24.18,,4,2022-02-24 10:52:15,2021-08-14 22:39:19,2021-12-28 05:26:33,1,71
151,Wine - Lou Black Shiraz,,false,9.26,,50,2022-03-30 15:29:58,2021-12-11 06:11:19,2021-12-01 02:59:35,4,62
152,Silicone Paper 16.5x24,,true,4.21,,7,2022-03-05 20:42:50,2021-07-28 06:05:59,2021-12-03 22:58:03,2,74
153,"Bread - Pullman, Sliced",,false,19.02,,76,2022-05-10 22:41:39,2021-09-21 13:34:27,2021-11-18 13:54:32,4,34
154,Pepper - Roasted Red,,true,24.2,,67,2022-06-20 10:00:38,2021-06-01 15:23:33,2021-11-08 12:45:21,1,57
155,Bagel - Ched Chs Presliced,,false,24.41,,24,2022-02-26 09:45:45,2021-06-23 13:04:39,2021-10-19 01:55:45,2,46
156,Cheese - Bakers Cream Cheese,,true,21.71,,81,2022-03-02 23:10:26,2021-12-05 02:30:04,2021-12-06 20:21:48,4,96
157,"Potatoes - Instant, Mashed",,true,14.48,,60,2022-03-11 03:43:26,2021-11-10 11:33:55,2021-10-22 10:08:11,2,13
158,Flour - Cake,,true,17.67,,75,2022-04-17 21:29:05,2022-01-08 10:15:11,2021-12-25 16:01:41,4,68
159,Beans - Wax,,true,20.22,,7,2022-03-10 06:00:29,2022-01-10 08:20:03,2021-11-13 05:33:48,3,82
160,Aspic - Amber,,true,12.64,,40,2022-03-23 19:11:18,2021-10-22 00:34:12,2021-11-05 11:14:36,4,44
161,Fork - Plastic,,false,5.73,,86,2022-03-24 09:50:21,2021-02-22 06:25:14,2021-12-26 02:06:51,2,20
162,Sultanas,,false,14.04,,35,2022-05-22 20:27:45,2022-01-14 19:47:26,2021-11-20 13:03:38,5,52
163,"Beans - Kidney, Red Dry",,true,8.9,,95,2022-03-29 04:49:28,2021-11-23 13:10:11,2021-11-11 08:11:24,5,26
164,Crawfish,,false,10.84,,47,2022-02-25 09:46:45,2021-06-23 18:08:46,2022-01-12 17:23:49,2,72
165,Onion Powder,,true,16.01,,64,2022-01-26 05:29:43,2021-07-18 03:23:54,2021-10-11 18:33:23,2,20
166,Tea Leaves - Oolong,,true,13.72,,20,2022-02-12 17:23:34,2021-03-15 09:14:50,2021-12-28 05:27:31,3,57
167,Banana Turning,,true,20.27,,1,2022-02-02 21:10:36,2021-04-07 01:37:29,2021-11-20 15:43:21,2,87
168,Cloves - Whole,,false,20.31,,97,2022-02-13 03:07:46,2021-03-28 09:57:33,2021-12-24 08:00:04,1,52
169,Bar - Granola Trail Mix Fruit Nut,,false,10.53,,22,2022-06-21 06:02:43,2021-04-22 18:25:11,2021-11-12 21:41:59,3,96
170,"Beef - Roasted, Cooked",,false,15.91,,74,2022-02-02 07:56:57,2021-08-05 15:40:01,2021-10-28 09:22:38,4,46
171,Scotch - Queen Anne,,true,13.61,,97,2022-05-23 00:22:11,2021-02-07 18:11:20,2021-12-10 03:31:34,3,3
172,Muffin Mix - Blueberry,,true,8.72,,62,2022-05-05 15:52:50,2021-02-02 09:05:10,2021-10-17 22:58:28,5,12
173,Compound - Mocha,,false,9.92,,28,2022-05-23 02:43:50,2021-04-28 07:22:54,2021-12-03 01:38:26,1,80
174,Nestea - Iced Tea,,false,1.95,,37,2022-06-03 02:32:30,2021-06-18 23:57:29,2021-09-27 15:50:15,5,1
175,"Fish - Scallops, Cold Smoked",,false,4.93,,69,2022-05-02 01:44:58,2021-05-09 01:46:09,2021-12-13 04:23:28,1,50
176,Chocolate - White,,true,13.49,,31,2022-04-11 00:07:06,2021-12-17 18:40:49,2022-01-15 06:16:28,1,23
177,Tandoori Curry Paste,,true,21.58,,36,2022-06-03 23:07:55,2021-11-27 15:42:32,2021-12-13 22:50:13,3,84
178,Trueblue - Blueberry Cranberry,,true,9.38,,82,2022-06-04 18:07:55,2021-06-20 06:19:05,2022-01-04 13:51:17,1,24
179,"Nestea - Ice Tea, Diet",,true,23.01,,14,2022-06-14 06:46:17,2021-03-25 20:49:48,2021-11-24 20:15:09,3,62
180,Onions - Pearl,,true,5.53,,76,2022-06-03 15:10:26,2021-12-13 21:14:41,2021-12-21 13:47:47,4,15
181,Spinach - Baby,,true,8.99,,31,2022-06-17 06:48:12,2021-09-22 08:38:39,2022-01-21 04:03:52,2,18
182,Lumpfish Black,,false,18.01,,94,2022-06-14 13:24:22,2021-02-08 14:52:47,2021-12-26 01:44:16,2,7
183,"Mushrooms - Black, Dried",,false,7.01,,63,2022-04-29 02:05:21,2021-05-14 21:40:34,2021-12-27 03:32:37,4,38
184,Container Clear 8 Oz,,true,1.53,,69,2022-02-27 18:25:52,2021-04-09 18:50:36,2021-11-13 11:54:24,5,80
185,Stainless Steel Cleaner Vision,,true,11.66,,16,2022-04-09 21:18:00,2021-07-23 00:37:43,2021-11-07 21:51:11,5,90
186,Broom And Broom Rack White,,true,23.0,,81,2022-03-30 06:57:34,2021-08-10 15:14:26,2021-12-06 17:52:02,1,70
187,Duck - Breast,,false,4.31,,10,2022-04-01 15:33:58,2021-09-12 07:27:02,2021-09-28 10:47:03,5,59
188,Corn Kernels - Frozen,,false,23.58,,56,2022-06-16 22:04:04,2022-01-18 02:05:34,2021-10-26 21:31:57,2,44
189,Artichokes - Jerusalem,,false,18.27,,85,2022-06-15 15:28:35,2021-03-07 10:55:46,2021-11-05 16:52:32,5,1
190,Extract - Lemon,,false,18.17,,71,2022-06-05 07:28:42,2021-03-11 15:15:24,2021-10-22 03:13:14,2,61
191,"Pork - Sausage, Medium",,false,15.48,,74,2022-02-10 09:18:51,2021-09-17 05:06:09,2022-01-08 20:36:59,1,80
192,Strawberries - California,,true,24.1,,53,2022-05-13 19:28:38,2021-04-10 02:52:52,2021-11-21 19:44:26,4,37
193,Chicken - Bones,,false,4.09,,33,2022-03-31 05:07:49,2021-07-18 22:27:50,2022-01-12 04:40:38,5,61
194,Muffin Hinge Container 6,,false,4.56,,38,2022-06-23 02:03:48,2021-07-17 01:34:57,2022-01-05 02:39:39,5,13
195,Oil - Shortening - All - Purpose,,false,14.86,,16,2022-02-03 08:54:58,2021-12-10 17:04:29,2021-11-18 22:00:52,2,28
196,Pastry - Lemon Danish - Mini,,true,17.32,,57,2022-06-22 12:08:07,2021-07-15 02:58:05,2021-11-09 07:18:41,5,91
197,Soup - Campbells Tomato Ravioli,,false,1.77,,54,2022-02-07 08:16:20,2021-06-12 13:25:35,2021-09-30 08:49:41,1,100
198,Cup - Translucent 7 Oz Clear,,true,22.94,,15,2022-05-16 08:25:51,2021-07-21 10:14:57,2022-01-24 06:04:20,4,90
199,Browning Caramel Glace,,true,10.07,,96,2022-05-20 17:45:29,2021-11-06 11:49:51,2021-11-09 20:41:02,1,25
200,Cape Capensis - Fillet,,false,17.03,,18,2022-04-05 20:07:31,2021-06-25 18:29:56,2022-01-20 19:47:44,2,11
201,Cinnamon - Stick,,true,9.19,,33,2022-04-18 08:50:12,2021-10-18 19:52:27,2022-01-20 20:21:20,4,96
202,Bread - Malt,,true,3.11,,48,2022-04-03 07:10:02,2021-04-01 15:58:21,2022-01-05 02:25:41,3,29
203,Eggs - Extra Large,,true,5.98,,29,2022-03-31 11:22:37,2021-01-29 21:10:04,2021-11-28 20:25:41,4,5
204,"Pepper - Paprika, Hungarian",,true,22.29,,68,2022-03-22 03:39:12,2021-11-06 01:37:07,2021-12-04 08:26:04,1,46
205,Sauce - Balsamic Viniagrette,,true,18.08,,76,2022-06-19 07:21:15,2022-01-15 15:28:38,2021-12-12 18:13:22,4,63
206,Lamb - Loin Chops,,true,1.5,,9,2022-04-15 23:45:49,2021-06-16 03:37:36,2021-11-26 23:06:48,3,61
